STREET,LT_SHAPE,LND_CNTR,UTLS,LND_SLOPE,BLDG_TYPE,HOUSE_STYLE,OVER_QUAL,RF_STYLE,EXT_QUAL,FNDATN,HEATING,CNTRL_AIR,ELEC,GR_LIV_AREA,FL_BATH,HF_BATH,TTL_RMS_ABV_GRD,FIRE_PLCS,GAR_TYPE,GAR_CARS,PVD_DR,MO_SOLD,SALE_TYPE,SALE_COND,SALE_PRICE
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,10,Hip,Ex,PConc,GasA,Y,SBrkr,2402,2,0,10,2,Attchd,3.0,Y,4,WD ,Normal,555000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,1652,2,0,6,2,Attchd,2.0,Y,11,WD ,Normal,325000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1600,2,0,7,1,Attchd,3.0,Y,7,WD ,Normal,256300
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Ex,PConc,GasA,Y,SBrkr,2042,2,1,8,1,Attchd,3.0,Y,8,New,Partial,253293
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,9,Gable,Gd,PConc,GasA,Y,SBrkr,2690,2,1,8,1,Attchd,3.0,Y,7,New,Partial,398800
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Gable,Ex,PConc,GasA,Y,SBrkr,2184,2,1,10,1,Attchd,3.0,Y,7,WD ,Normal,335000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,2020,2,0,7,1,Attchd,3.0,Y,5,WD ,Normal,404000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,10,Hip,Ex,CBlock,GasA,Y,SBrkr,2020,2,1,9,1,Attchd,3.0,Y,9,New,Partial,402861
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,10,Gable,Ex,PConc,GasA,Y,SBrkr,2296,2,1,10,1,BuiltIn,3.0,Y,6,ConLI,Normal,451950
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,10,Hip,Ex,PConc,GasA,Y,SBrkr,2674,2,1,8,2,Attchd,3.0,Y,3,WD ,Normal,610000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,2822,3,1,12,1,BuiltIn,3.0,Y,1,New,Partial,582933
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,9,Gable,Ex,PConc,GasA,Y,SBrkr,1736,2,0,7,1,Attchd,3.0,Y,7,WD ,Normal,360000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1782,2,0,7,2,Attchd,3.0,Y,4,WD ,Normal,296000
Pave,IR3,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2520,2,1,10,1,BuiltIn,3.0,Y,6,WD ,Family,409900
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1717,2,0,7,1,Attchd,3.0,Y,7,WD ,Normal,255500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1743,2,0,8,1,Attchd,3.0,Y,6,ConLI,Normal,335000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1713,2,0,7,1,Attchd,3.0,Y,1,WD ,Normal,274900
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Gable,Gd,PConc,GasA,Y,SBrkr,1531,2,0,6,1,Attchd,3.0,Y,2,WD ,Normal,300000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1808,2,0,7,1,Attchd,3.0,Y,3,WD ,Normal,324000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2224,2,1,10,1,Attchd,3.0,Y,6,WD ,Normal,350000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1836,2,0,7,1,Attchd,3.0,Y,3,WD ,Normal,280000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1629,2,0,7,1,Attchd,3.0,Y,10,WD ,Normal,284000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1760,2,0,8,1,Attchd,2.0,Y,6,WD ,Normal,269500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1502,2,0,7,0,Attchd,2.0,Y,9,New,Partial,233170
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,10,Hip,Ex,PConc,GasA,Y,SBrkr,2392,2,0,8,1,Attchd,3.0,Y,6,WD ,Normal,386250
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2452,2,0,10,1,Attchd,3.0,Y,7,WD ,Normal,445000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2400,3,1,10,1,BuiltIn,3.0,Y,6,WD ,Normal,290000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1606,2,0,6,1,Attchd,3.0,Y,7,WD ,Normal,255900
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1358,2,0,6,1,Attchd,2.0,Y,8,WD ,Normal,213000
Pave,IR1,Lvl,AllPub,Gtl,Twnhs,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1306,2,0,5,1,Attchd,2.0,Y,8,WD ,Normal,196000
Pave,IR1,Lvl,AllPub,Gtl,Twnhs,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1306,2,0,5,1,Attchd,2.0,Y,3,WD ,Normal,184500
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1358,2,0,6,1,Attchd,2.0,Y,5,WD ,Normal,212500
Pave,IR1,Lvl,AllPub,Gtl,Twnhs,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1314,2,0,6,1,Attchd,2.0,Y,7,WD ,Normal,230000
Pave,IR1,HLS,AllPub,Mod,1Fam,1Story,10,Hip,Ex,PConc,GasA,Y,SBrkr,2492,2,1,8,1,Attchd,3.0,Y,2,WD ,Abnorml,552000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2200,2,1,8,1,Attchd,3.0,Y,7,WD ,Normal,382500
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1884,2,0,6,1,Attchd,2.0,Y,5,New,Partial,320000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1456,2,0,6,1,Attchd,2.0,Y,4,WD ,Normal,248500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1712,2,0,8,1,Attchd,3.0,Y,9,WD ,Normal,286500
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1324,2,0,6,1,Attchd,2.0,Y,12,WD ,Normal,254000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1405,2,0,6,1,Attchd,2.0,Y,11,WD ,Normal,173000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1626,2,0,6,0,BuiltIn,2.0,Y,7,WD ,Normal,173000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1456,2,1,8,1,Attchd,2.0,Y,6,WD ,Normal,184000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1490,2,1,7,1,Attchd,2.0,Y,7,WD ,Normal,167800
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1484,2,1,8,1,Attchd,2.0,Y,6,WD ,Normal,174000
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1560,2,1,6,1,BuiltIn,2.0,Y,3,WD ,Normal,174000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1555,2,0,7,1,Attchd,3.0,Y,6,WD ,Normal,174000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1569,2,0,7,1,Attchd,3.0,Y,5,WD ,Normal,175900
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1555,2,0,7,1,Attchd,2.0,Y,5,WD ,Normal,192500
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1504,2,0,7,1,Attchd,2.0,Y,5,WD ,Normal,181000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1220,2,0,5,1,Attchd,2.0,Y,8,WD ,Normal,180000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1145,2,0,5,1,Attchd,2.0,Y,9,WD ,Normal,160200
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1432,2,1,6,1,Attchd,2.0,Y,7,WD ,Normal,188500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,2267,2,1,8,1,BuiltIn,2.0,Y,12,ConLI,Normal,200000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SLvl,7,Gable,Gd,PConc,GasA,Y,SBrkr,1374,2,1,6,1,BuiltIn,2.0,Y,8,WD ,Normal,170000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1630,2,1,7,1,BuiltIn,2.0,Y,9,WD ,Normal,189500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SLvl,8,Hip,Gd,PConc,GasA,Y,SBrkr,1419,2,1,7,1,BuiltIn,2.0,Y,3,WD ,Normal,184100
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1594,2,1,7,1,Attchd,2.0,Y,7,WD ,Normal,195500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1489,2,1,8,1,Attchd,2.0,Y,6,WD ,Normal,192000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1342,2,1,7,1,Attchd,2.0,Y,5,WD ,Normal,178000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1314,2,0,6,1,Attchd,2.0,Y,4,ConLw,Normal,207500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2256,2,1,8,1,BuiltIn,2.0,Y,4,WD ,Normal,236000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2004,2,1,8,1,BuiltIn,3.0,Y,7,WD ,Normal,257500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,2054,2,1,7,1,BuiltIn,2.0,Y,7,WD ,Normal,244000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SLvl,7,Gable,Gd,PConc,GasA,Y,SBrkr,1374,2,1,7,0,BuiltIn,2.0,Y,5,WD ,Normal,167000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1800,2,1,7,1,Attchd,2.0,Y,6,WD ,Normal,179000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1514,2,1,7,1,Attchd,2.0,Y,6,WD ,Normal,190000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SLvl,7,Gable,TA,PConc,GasA,Y,SBrkr,1430,2,1,7,1,BuiltIn,2.0,Y,3,WD ,Normal,156000
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2312,2,1,8,1,BuiltIn,3.0,Y,5,WD ,Normal,245000
Pave,IR3,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1675,2,1,7,1,BuiltIn,2.0,Y,6,WD ,Normal,181000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2060,2,1,8,1,BuiltIn,2.0,Y,6,WD ,Normal,214000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SLvl,7,Gable,TA,PConc,GasA,Y,SBrkr,1430,2,1,7,1,BuiltIn,2.0,Y,6,WD ,Normal,168000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2365,2,1,8,1,Attchd,3.0,Y,7,WD ,Normal,337000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2794,2,1,9,1,Attchd,3.0,Y,7,WD ,Normal,403000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2687,2,1,10,2,BuiltIn,3.0,Y,9,WD ,Normal,327000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2450,2,1,7,1,Attchd,3.0,Y,5,WD ,Normal,340000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2612,2,1,8,1,Attchd,3.0,Y,7,WD ,Normal,336000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2344,2,1,7,1,Attchd,3.0,Y,7,WD ,Normal,265000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2063,2,0,7,2,Attchd,3.0,Y,6,WD ,Normal,315000
Pave,Reg,Low,AllPub,Mod,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2646,2,1,9,1,Attchd,3.0,Y,4,WD ,Normal,260000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2061,2,1,7,1,Attchd,2.0,Y,11,WD ,Normal,260000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2232,2,1,8,1,Attchd,2.0,Y,10,WD ,Normal,263550
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2448,2,1,8,1,Attchd,3.0,Y,7,WD ,Normal,402000
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1850,2,1,7,1,BuiltIn,2.0,Y,1,WD ,Normal,248000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1468,2,0,6,1,Attchd,3.0,Y,12,New,Partial,244600
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1696,2,0,7,0,Attchd,3.0,Y,9,WD ,Normal,275000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1658,2,1,7,1,Attchd,3.0,Y,9,WD ,Normal,257500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1578,2,0,7,1,Attchd,3.0,Y,5,New,Partial,287090
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1702,2,0,7,1,Attchd,3.0,Y,3,WD ,Normal,275500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1432,2,0,7,1,Attchd,2.0,Y,9,WD ,Normal,245000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1971,2,1,8,1,Attchd,2.0,Y,2,WD ,Normal,253000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,2490,2,0,9,2,Attchd,3.0,Y,10,WD ,Normal,468000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,PConc,GasA,Y,SBrkr,1852,2,1,7,1,Attchd,2.0,Y,7,New,Partial,252678
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1590,2,1,6,0,Attchd,2.0,Y,6,WD ,Normal,210000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1218,2,0,4,0,Attchd,2.0,Y,9,New,Partial,208300
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1436,2,0,6,0,Attchd,2.0,Y,10,New,Partial,225000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1314,2,0,6,0,Attchd,2.0,Y,9,New,Partial,229456
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1402,2,0,7,0,Attchd,2.0,Y,5,WD ,Normal,229800
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Gable,Gd,PConc,GasA,Y,SBrkr,1530,2,0,7,1,Attchd,3.0,Y,5,WD ,Normal,250000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,9,Gable,Ex,PConc,GasA,Y,SBrkr,1766,2,1,7,1,Attchd,3.0,Y,10,New,Partial,370878
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1448,2,0,6,1,Attchd,2.0,Y,6,WD ,Normal,238500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,10,Gable,Ex,PConc,GasA,Y,SBrkr,2007,2,1,10,1,Attchd,3.0,Y,4,WD ,Normal,310000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1795,2,1,8,1,Attchd,3.0,Y,7,WD ,Normal,270000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1953,2,1,9,1,Attchd,3.0,Y,5,WD ,Normal,252000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1550,2,0,7,0,Attchd,2.0,Y,10,WD ,Normal,241000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1836,2,0,8,1,Attchd,2.0,Y,10,New,Partial,264500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1662,2,0,8,1,Attchd,3.0,Y,3,WD ,Normal,291000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2094,2,1,8,1,BuiltIn,2.0,Y,11,WD ,Normal,263000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1221,2,0,6,0,Attchd,2.0,Y,10,WD ,Normal,185000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1553,2,0,6,0,Attchd,2.0,Y,8,WD ,Normal,234500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1653,2,1,6,0,Attchd,2.0,Y,3,WD ,Normal,209000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1218,1,1,6,0,Detchd,2.0,Y,4,WD ,Normal,159000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1141,1,1,6,0,Detchd,2.0,Y,6,WD ,Normal,152000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1812,2,1,8,0,BuiltIn,2.0,Y,1,WD ,Normal,193000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1512,2,0,6,0,Attchd,3.0,Y,1,WD ,Normal,203000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1200,2,0,5,0,Attchd,2.0,Y,8,WD ,Normal,184900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1114,1,1,6,0,Detchd,2.0,Y,5,WD ,Normal,159000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,1114,2,0,6,0,Detchd,2.0,Y,6,WD ,Normal,153000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1450,2,0,6,0,Attchd,3.0,Y,2,New,Partial,224243
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2122,2,1,8,1,Attchd,2.0,Y,4,WD ,Normal,220000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1844,2,0,7,1,Attchd,2.0,Y,9,COD,Abnorml,257000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1434,2,0,6,1,Attchd,2.0,Y,4,WD ,Normal,189000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1730,2,1,6,0,Attchd,2.0,Y,11,WD ,Normal,171500
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1217,1,1,6,1,Attchd,1.0,Y,4,WD ,Normal,120000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1332,2,0,5,0,Attchd,2.0,Y,2,WD ,Normal,145000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1540,2,1,6,0,Attchd,2.0,Y,10,WD ,Normal,184000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1400,2,1,6,0,Attchd,2.0,Y,7,WD ,Normal,162000
Pave,Reg,Lvl,AllPub,Gtl,Duplex,2Story,6,Gable,TA,Slab,GasA,Y,SBrkr,1882,2,0,8,2,Attchd,2.0,Y,5,WD ,Normal,160000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,4,Gable,Fa,CBlock,GasA,Y,SBrkr,841,1,0,4,0,CarPort,1.0,N,9,WD ,Normal,82000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Unf,6,Gable,TA,BrkTil,GasA,N,FuseA,784,1,0,5,0,Detchd,2.0,N,10,WD ,Normal,76000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Hip,TA,CBlock,GasA,Y,SBrkr,980,1,0,5,0,Detchd,2.0,Y,11,WD ,Normal,110000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,980,1,0,6,0,Detchd,2.0,Y,7,WD ,Normal,135000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,864,1,0,5,0,Detchd,2.0,Y,6,WD ,Normal,141000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,864,1,0,5,0,Attchd,1.0,Y,7,WD ,Normal,122000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,1020,2,0,5,0,Attchd,1.0,Y,5,Oth,Family,124100
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,Gd,CBlock,GasA,Y,SBrkr,912,1,0,6,0,Attchd,1.0,Y,10,WD ,Normal,129000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Hip,TA,CBlock,GasA,Y,SBrkr,1144,1,0,6,1,Attchd,1.0,Y,3,WD ,Normal,131400
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,864,1,0,5,1,Detchd,1.0,Y,12,WD ,Normal,62383
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,912,1,0,6,0,Attchd,1.0,Y,10,WD ,Normal,123000
Pave,IR1,Low,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,CBlock,GasA,Y,SBrkr,2014,2,0,6,2,Attchd,3.0,Y,4,WD ,Normal,275000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1755,2,1,7,1,Attchd,2.0,Y,7,WD ,Normal,235000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,3005,2,1,9,1,BuiltIn,3.0,Y,7,WD ,Normal,280750
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1224,2,1,4,0,Detchd,2.0,Y,6,New,Partial,164500
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1224,2,1,4,0,Detchd,2.0,Y,6,New,Partial,173733
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1726,2,1,6,1,Attchd,2.0,Y,1,New,Partial,222000
